2016.74863 -132.28    3.90
2016.75137 -139.40    3.92
2016.75410 -141.29    3.52
2016.75683 -138.00    3.21
2016.75956 -143.43    3.60
2016.76230 -139.11    4.48
2016.76503 -140.17    4.44
2016.76776 -137.73    3.59
2016.77049 -138.52    3.24
2016.77322 -139.08    2.72
2016.77596 -140.50    2.75
2016.77869 -138.65    3.91
2016.78142 -139.87    3.85
2016.78415 -139.54    3.32
2016.78689 -142.16    3.62
2016.78962 -138.83    6.51
2016.79235 -134.32    4.19
2016.79508 -138.12    4.45
2016.79781 -143.37    3.82
2016.80055 -135.22    4.71
2016.80328 -140.10    6.06
2016.81421 -143.10    2.55
2016.81694 -140.86    3.45
2016.81967 -144.20    3.11
2016.82240 -143.12    2.76
2016.82514 -142.67    3.62
2016.82787 -141.14    3.04
2016.83060 -142.04    2.68
2016.83333 -139.89    2.81
2016.83607 -140.95    2.69
2016.83880 -140.86    2.69
2016.84153 -139.94    2.80
2016.84426 -140.79    3.99
2016.85246 -140.41    3.01
2016.85519 -139.51    2.53
2016.85792 -141.19    2.41
2016.86066 -138.90    3.09
2016.86339 -140.20    2.69
2016.86612 -141.30    2.53
2016.86885 -142.45    2.53
2016.87158 -140.54    2.68
2016.87432 -140.49    2.71
2016.87705 -141.36    2.55
2016.87978 -140.15    3.10
2016.88251 -140.76    3.09
2016.88525 -140.98    3.08
2016.88798 -141.16    3.06
2016.89071 -140.74    2.83
2016.89344 -135.89    2.80
2016.89617 -140.21    2.83
2016.89891 -139.56    2.72
2016.90164 -137.71    2.89
2016.90437 -141.79    3.02
2016.90710 -136.35    3.26
2016.90984 -135.97    2.75
2016.91257 -137.83    3.18
2016.91530 -141.95    3.78
2016.91803 -138.30    2.90
2016.92077 -138.80    2.62
2016.92350 -141.01    2.96
2016.92623 -138.63    2.69
2016.92896 -139.89    2.99
